7475	CAE	ORD	1705	1825	140
7342	CAE	IAD	625	746	81
7344	CAE	IAD	1025	1146	81
7346	CAE	IAD	1435	1601	86
7359	CAE	IAD	1910	2029	79
1745	CMH	CLT	615	728	73
2135	CMH	CLT	800	913	73
2136	CMH	CLT	1550	1703	73
2621	CMH	CLT	1955	2110	75
243	CMH	ORD	700	717	77
1597	CMH	ORD	705	720	75
1457	CMH	ORD	830	850	80
457	CMH	ORD	855	912	77
1271	CMH	ORD	1045	1103	78
1493	CMH	ORD	1045	1105	80
1509	CMH	ORD	1343	1402	79
799	CMH	ORD	1544	1600	76
1585	CMH	ORD	1546	1605	79
1266	CMH	ORD	1742	1806	84
1101	CMH	ORD	1830	1853	83
1292	CMH	ORD	1914	1930	76
1165	CMH	ORD	1930	1945	75
1263	CMH	DEN	645	745	180
1481	CMH	DEN	720	818	178
985	CMH	DEN	1700	1804	184
1567	CMH	DEN	1803	1905	182
475	CMH	DEN	1803	1910	187
2237	CMH	PHL	720	853	93
2328	CMH	PHL	1135	1257	82
2279	CMH	PHL	1530	1700	90
8680	CMH	YYZ	600	735	95
8684	CMH	YYZ	1900	2035	95
7181	CMH	IAD	625	745	80
7339	CMH	IAD	625	747	82
7183	CMH	IAD	1030	1146	76
7238	CMH	IAD	1030	1151	81
7421	CMH	IAD	1430	1555	85
7185	CMH	IAD	1445	1610	85
7492	CMH	IAD	1900	2021	81
7187	CMH	IAD	1908	2024	76
9345	CPH	AMS	1510	1630	80
9329	CPH	BGO	740	905	85
9406	CPH	BGO	1005	1125	80
9332	CPH	BGO	1500	1620	80
9347	CPH	BRU	1505	1640	95
9391	CPH	ORD	1540	1740	540
9029	CPH	FRA	1025	1205	100
9427	CPH	GVA	855	1050	115
9397	CPH	GVA	1625	1820	115
9408	CPH	GOT	745	830	45
9300	CPH	GOT	955	1040	45
9334	CPH	GOT	1425	1510	45
9349	CPH	HAM	830	925	55
9418	CPH	HEL	800	1030	90
9340	CPH	HEL	1425	1655	90
9389	CPH	LHR	725	825	120
9385	CPH	LHR	1010	1110	120
9411	CPH	LHR	1205	1305	120
9387	CPH	LHR	1455	1555	120
9365	CPH	EWR	1205	1430	505
9367	CPH	EWR	1940	2200	500
9346	CPH	OSL	730	835	65
9419	CPH	OSL	825	930	65
9302	CPH	OSL	900	1005	65
9450	CPH	OSL	1415	1520	65
9417	CPH	CDG	725	920	115
9429	CPH	CDG	1005	1200	115
9425	CPH	CDG	1455	1650	115
9395	CPH	SEA	1550	1650	600
9431	CPH	SVG	1025	1135	70
9424	CPH	SVG	1500	1615	75
9306	CPH	ARN	730	840	70
9452	CPH	ARN	810	920	70
9330	CPH	ARN	900	1010	70
9304	CPH	ARN	1410	1520	70
9405	CPH	ARN	1430	1540	70
9337	CPH	STR	905	1100	115
9399	CPH	STR	1425	1600	95
9348	CPH	VIE	1430	1610	100
9421	CPH	WAW	1500	1630	90
9403	CPH	IAD	1200	1440	520
9407	CPH	ZRH	850	1035	105
9343	CPH	ZRH	1420	1605	105
5106	CEZ	DEN	552	705	73
5108	CEZ	DEN	1115	1228	73
5104	CEZ	DEN	1615	1728	73
6619	CEC	ACV	552	628	36
6621	CEC	ACV	1735	1805	30
6480	CEC	SFO	1020	1145	85
9286	CWB	GRU	1920	2020	60
2752	DFW	CLT	615	943	148
2907	DFW	CLT	745	1108	143
2883	DFW	CLT	1200	1522	142
2819	DFW	CLT	1700	2018	138
1412	DFW	ORD	600	810	130
1514	DFW	ORD	600	815	135
1112	DFW	ORD	755	1004	120
1418	DFW	ORD	755	1009	134
1594	DFW	ORD	1010	1223	133
1138	DFW	ORD	1010	1227	137
1498	DFW	ORD	1240	1500	140
1246	DFW	ORD	1245	1500	135
928	DFW	ORD	1425	1638	133
428	DFW	ORD	1545	1800	135
374	DFW	ORD	1549	1810	141
378	DFW	ORD	1730	1952	142
1182	DFW	ORD	1745	1959	134
1098	DFW	ORD	1930	2142	132
1123	DFW	DEN	700	754	114
335	DFW	DEN	710	803	113
351	DFW	DEN	710	804	114
479	DFW	DEN	925	1023	118
431	DFW	DEN	1155	1251	116
557	DFW	DEN	1200	1254	114
1259	DFW	DEN	1520	1617	117
1525	DFW	DEN	1630	1729	119
787	DFW	DEN	1756	1856	120
1285	DFW	DEN	1800	1857	117
8865	DFW	FRA	1525	3210	585
359	DFW	LAX	1855	1958	183
2856	DFW	PHL	805	1218	193
2991	DFW	PHL	1030	1451	201
2660	DFW	PHL	1415	1836	201
2666	DFW	PHL	1645	2056	191
2999	DFW	PIT	835	1214	159
2709	DFW	PIT	1110	1451	161
2995	DFW	PIT	1730	2115	165
1291	DFW	SFO	835	1013	218
8750	DFW	YYZ	1200	1600	180
8770	DFW	YYZ	1900	2300	180
1166	DFW	IAD	1135	1536	181
1266	DFW	IAD	1135	1538	183
5603	DAY	ORD	700	714	74
7793	DAY	ORD	700	715	75
1465	DAY	ORD	819	830	71
769	DAY	ORD	900	912	72
5705	DAY	ORD	1040	1055	75
5607	DAY	ORD	1345	1359	74
1287	DAY	ORD	1600	1609	60
1485	DAY	ORD	1600	1613	73
1085	DAY	ORD	1835	1850	75
1299	DAY	ORD	1847	1900	73
7927	DAY	IAD	610	746	96
7925	DAY	IAD	1034	1208	94
7929	DAY	IAD	1420	1554	94
7931	DAY	IAD	1902	2035	93
8907	DEL	FRA	225	705	490
5055	DEN	ALS	1040	1138	58
5057	DEN	ALS	1640	1738	58
5059	DEN	ALS	1720	1818	58
237	DEN	ABQ	833	942	60
1495	DEN	ABQ	840	949	60
6321	DEN	ABQ	1018	1153	95
1425	DEN	ABQ	1115	1225	70
425	DEN	ABQ	1120	1230	70
437	DEN	ABQ	1425	1538	73
6804	DEN	ABQ	1540	1653	73
729	DEN	ABQ	1705	1815	70
271	DEN	ABQ	1950	2100	70
749	DEN	ABQ	2000	2112	72
5175	DEN	ABQ	1441	1536	55
5027	DEN	ABQ	1850	1945	55
5093	DEN	AMA	920	1152	92
5095	DEN	AMA	1335	1607	92
5091	DEN	AMA	1542	1814	92
5097	DEN	AMA	1855	2127	92
716	DEN	ANC	1120	1446	326
1542	DEN	ANC	1715	2041	326
5663	DEN	ASE	820	905	45
5651	DEN	ASE	905	950	45
7054	DEN	ASE	1125	1225	60
5655	DEN	ASE	1230	1315	45
5661	DEN	ASE	1420	1505	45
7057	DEN	ASE	1445	1545	60
5659	DEN	ASE	1530	1615	45
5665	DEN	ASE	1830	1915	45
5669	DEN	ASE	2005	2050	45
5667	DEN	ASE	2100	2145	45
380	DEN	ATL	900	1355	175
424	DEN	ATL	901	1353	172
1526	DEN	ATL	1015	1511	176
510	DEN	ATL	1025	1520	175
444	DEN	ATL	1216	1716	180
446	DEN	ATL	1225	1718	173
448	DEN	ATL	1530	2029	179
482	DEN	ATL	1535	2033	178
1248	DEN	ATL	1830	2324	174
1172	DEN	AUS	1015	1314	119
5432	DEN	AUS	1240	1545	125
5434	DEN	AUS	1545	1850	125
6846	DEN	AUS	1550	1852	122
1120	DEN	AUS	1825	2123	118
1164	DEN	BWI	800	1321	201
412	DEN	BWI	840	1353	193
360	DEN	BWI	1030	1543	193
1168	DEN	BWI	1040	1559	199
718	DEN	BWI	1230	1753	203
652	DEN	BWI	1545	2104	199
1180	DEN	BWI	1550	2105	195
1062	DEN	BWI	1835	2352	197
1292	DEN	BWI	1840	2354	194
837	DEN	BKK	845	4650	1505
875	DEN	BKK	910	4655	1485
875	DEN	PEK	905	4500	1315
449	DEN	BIL	1115	1236	81
265	DEN	BIL	1124	1245	81
5609	DEN	BIL	1430	1555	85
325	DEN	BIL	1950	2111	81
6825	DEN	BIS	1031	1316	105
6810	DEN	BIS	1845	2130	105
6871	DEN	BOI	900	1050	110
1089	DEN	BOI	1120	1310	110
1215	DEN	BOI	1705	1855	110
1141	DEN	BOI	2000	2150	110
1223	DEN	BOI	2000	2152	112
744	DEN	BOS	805	1349	224
348	DEN	BOS	1005	1555	230
1216	DEN	BOS	1221	1815	234
354	DEN	BOS	1550	2136	226
726	DEN	BOS	1820	2411	221
364	DEN	BOS	1820	2431	223
6805	DEN	BZN	905	1043	98
6807	DEN	BZN	1145	1324	99
6850	DEN	BZN	1440	1617	97
6852	DEN	BZN	2005	2146	101
958	DEN	BRU	1245	3455	850
6832	DEN	BUR	1125	1245	140
6836	DEN	BUR	1710	1830	140
1285	DEN	BUR	2000	2120	140
339	DEN	YYC	845	1108	143
1061	DEN	YYC	1430	1653	143
1047	DEN	YYC	1955	2218	143
1063	DEN	YYC	2000	2228	148
6326	DEN	CPR	855	1001	66
6328	DEN	CPR	1155	1301	66
6330	DEN	CPR	1445	1551	66
6332	DEN	CPR	2005	2111	66
5444	DEN	CID	1030	1325	115
6781	DEN	CID	1101	1356	115
5646	DEN	CID	1825	2120	115
5642	DEN	CID	1830	2125	115
5114	DEN	CDR	1135	1240	65
410	DEN	CLT	1006	1521	195
640	DEN	CLT	1020	1530	190
1278	DEN	CLT	1550	2100	190
652	DEN	CLT	1555	2100	185
5017	DEN	CYS	925	1004	39
5019	DEN	CYS	1235	1314	39
5021	DEN	CYS	1555	1634	39
5025	DEN	CYS	1900	1939	39
5015	DEN	CYS	2120	2159	39
240	DEN	ORD	645	959	134
522	DEN	ORD	645	1000	135
612	DEN	ORD	740	1100	140
262	DEN	ORD	800	1120	140
242	DEN	ORD	900	1222	142
944	DEN	ORD	915	1230	135
244	DEN	ORD	1020	1336	136
246	DEN	ORD	1125	1443	138
248	DEN	ORD	1143	1505	142
958	DEN	ORD	1241	1600	139
260	DEN	ORD	1325	1643	138
966	DEN	ORD	1330	1649	139
660	DEN	ORD	1440	1757	137
264	DEN	ORD	1545	1900	135
250	DEN	ORD	1545	1906	141
266	DEN	ORD	1555	1919	144
252	DEN	ORD	1645	2002	137
258	DEN	ORD	1835	2149	134
254	DEN	ORD	1835	2153	138
256	DEN	ORD	2045	2355	130
644	DEN	CLE	1005	1444	159
654	DEN	CLE	1015	1500	165
342	DEN	CLE	1535	2023	168
352	DEN	CLE	1830	2314	164
1121	DEN	COS	855	930	35
1445	DEN	COS	910	947	37
5599	DEN	COS	1025	1102	37
6818	DEN	COS	1125	1202	37
5951	DEN	COS	1135	1212	37
750	DEN	COS	1230	1306	36
1585	DEN	COS	1235	1310	35
1249	DEN	COS	1430	1506	36
5953	DEN	COS	1430	1507	37
6816	DEN	COS	1430	1510	40
1235	DEN	COS	1525	1601	36
1262	DEN	COS	1535	1614	39
6820	DEN	COS	1710	1747	37
373	DEN	COS	1825	1903	38
1151	DEN	COS	1950	2028	38
5957	DEN	COS	2100	2137	37
1508	DEN	CMH	1012	1451	159
1288	DEN	CMH	1018	1452	154
1122	DEN	CMH	1840	2315	155
1040	DEN	CMH	1840	2319	159
5107	DEN	CEZ	935	1055	80
5105	DEN	CEZ	1435	1555	80
5109	DEN	CEZ	1850	2010	80
1598	DEN	DFW	800	1048	108
768	DEN	DFW	1005	1255	110
490	DEN	DFW	1240	1526	106
450	DEN	DFW	1535	1823	108
1488	DEN	DFW	1535	1829	114
1082	DEN	DFW	1825	2115	110
1458	DEN	DFW	2048	2332	104
740	DEN	DSM	1010	1244	94
358	DEN	DSM	1015	1251	96
386	DEN	DSM	1232	1507	95
1520	DEN	DSM	1240	1514	94
5352	DEN	DSM	1540	1822	102
1456	DEN	DSM	1835	2110	95
1062	DEN	DSM	1840	2117	97
1664	DEN	DSM	2100	2336	96
594	DEN	DTW	1007	1443	156
788	DEN	DTW	1010	1450	160
1454	DEN	DTW	1235	1714	159
378	DEN	DTW	1835	2314	159
735	DEN	DTW	1840	2320	160
5119	DEN	DIK	1040	1241	121
5121	DEN	DIK	1441	1642	121
6373	DEN	DRO	850	1004	74
7021	DEN	DRO	1125	1250	85
6318	DEN	DRO	1155	1310	75
6323	DEN	DRO	1235	1350	75
7027	DEN	DRO	1430	1555	85
6319	DEN	DRO	1535	1652	77
7023	DEN	DRO	1535	1700	85
6364	DEN	DRO	1830	1945	75
6377	DEN	DRO	2010	2126	76
7025	DEN	DRO	2010	2135	85
5885	DEN	YEG	850	1140	170
5871	DEN	YEG	1125	1415	170
5869	DEN	YEG	1710	2000	170
5873	DEN	YEG	2015	2305	170
6827	DEN	ELP	1015	1158	103
6855	DEN	ELP	1445	1628	103
6863	DEN	ELP	1710	1854	104
5595	DEN	EUG	1130	1315	165
6859	DEN	EUG	1715	1900	165
5597	DEN	EUG	2005	2150	165
6841	DEN	FAR	1045	1331	106
6838	DEN	FAR	1540	1828	108
5061	DEN	FMN	920	1042	82
5065	DEN	FMN	1435	1557	82
5063	DEN	FMN	1800	1922	82
8879	DEN	FRA	1735	3510	575
6844	DEN	FAT	1130	1243	133
6843	DEN	FAT	1710	1827	137
6824	DEN	FAT	2000	2117	137
5029	DEN	GCK	930	1138	60
5031	DEN	GCK	1620	1828	60
5033	DEN	GCK	2015	2223	60
5173	DEN	GCC	930	1054	84
5043	DEN	GCC	1245	1409	84
5026	DEN	GCC	1550	1714	84
5045	DEN	GCC	1805	1929	84
5035	DEN	GRI	1040	1304	84
6811	DEN	GJT	850	955	65
5929	DEN	GJT	905	1010	65
6353	DEN	GJT	1116	1223	67
6358	DEN	GJT	1225	1329	64
7031	DEN	GJT	1240	1355	75
6357	DEN	GJT	1440	1545	65
7033	DEN	GJT	1830	1945	75
6363	DEN	GJT	2005	2111	66
6815	DEN	GJT	2010	2115	65
7071	DEN	GUC	855	1005	70
7131	DEN	GUC	905	1015	70
7133	DEN	GUC	1435	1545	70
7073	DEN	GUC	1500	1610	70
7075	DEN	GUC	2005	2115	70
7011	DEN	HDN	855	957	62
7101	DEN	HDN	910	1012	62
7103	DEN	HDN	1215	1317	62
7015	DEN	HDN	1220	1322	62
7017	DEN	HDN	2005	2107	62
5067	DEN	HYS	1305	1521	76
5069	DEN	HYS	1900	2116	76
837	DEN	HKG	845	4555	1390
43	DEN	HNL	1145	1437	412
1294	DEN	IAH	1010	1327	137
1254	DEN	IAH	1012	1329	137
1442	DEN	IAH	1225	1542	137
1194	DEN	IAH	1235	1552	137
756	DEN	IAH	1530	1846	136
1464	DEN	IAH	1535	1854	139
764	DEN	IAH	1825	2138	133
1198	DEN	IAH	1825	2139	134
1126	DEN	IAH	2100	2481	120
996	DEN	IND	1038	1401	143
1536	DEN	IND	1045	1408	143
1232	DEN	IND	1240	1605	145
1584	DEN	IND	1820	2135	135
1697	DEN	JAC	1000	1118	78
7047	DEN	JAC	1015	1219	124
361	DEN	JAC	1115	1233	78
1693	DEN	JAC	1235	1353	78
1249	DEN	JAC	1415	1533	78
7043	DEN	JAC	1435	1639	124
5691	DEN	JAC	1715	1845	90
7045	DEN	JAC	1830	2034	124
259	DEN	JAC	2000	2125	85
1103	DEN	JAC	2005	2127	82
5693	DEN	JAC	2005	2135	90
5764	DEN	MCI	800	1040	100
6829	DEN	MCI	840	1110	90
1524	DEN	MCI	1005	1234	89
598	DEN	MCI	1225	1456	91
384	DEN	MCI	1525	1755	90
362	DEN	MCI	1527	1759	92
1090	DEN	MCI	1830	2101	91
1144	DEN	MCI	2050	2317	87
1134	DEN	MCI	2055	2321	86
5001	DEN	EAR	925	1141	76
5003	DEN	EAR	1555	1811	76
5005	DEN	EAR	1850	2106	76
5143	DEN	LAR	1040	1125	45
5181	DEN	LAR	1550	1635	45
5145	DEN	LAR	1720	1805	45
347	DEN	LAS	810	854	104
1441	DEN	LAS	855	943	108
1499	DEN	LAS	900	948	108
387	DEN	LAS	1000	1048	108
417	DEN	LAS	1115	1203	108
1237	DEN	LAS	1230	1318	108
1247	DEN	LAS	1425	1514	109
1167	DEN	LAS	1432	1523	111
579	DEN	LAS	1530	1617	107
1277	DEN	LAS	1700	1749	109
787	DEN	LAS	1950	2039	109
5131	DEN	LBL	1441	1701	80
5133	DEN	LBL	1605	1825	80
6895	DEN	LNK	1020	1235	75
5958	DEN	LNK	1045	1300	75
6897	DEN	LNK	1535	1750	75
6899	DEN	LNK	1835	2050	75
567	DEN	LAX	625	742	137
1295	DEN	LAX	805	922	137
55	DEN	LAX	840	1009	149
493	DEN	LAX	845	1017	152
31	DEN	LAX	900	1026	146
709	DEN	LAX	915	1041	146
781	DEN	LAX	1010	1135	145
443	DEN	LAX	1115	1237	142
485	DEN	LAX	1120	1241	141
63	DEN	LAX	1120	1243	143
395	DEN	LAX	1345	1501	136
431	DEN	LAX	1345	1505	140
405	DEN	LAX	1426	1543	137
1457	DEN	LAX	1435	1553	138
375	DEN	LAX	1545	1658	133
491	DEN	LAX	1700	1816	136
779	DEN	LAX	1705	1817	132
715	DEN	LAX	1720	1832	132
583	DEN	LAX	1955	2112	137
5536	DEN	MSN	1020	1330	130
5768	DEN	MSN	1835	2137	122
5037	DEN	MCK	920	1121	61
5023	DEN	MCK	1250	1451	61
5035	DEN	MCK	1305	1506	61
5039	DEN	MCK	1855	2056	61
5971	DEN	MFR	1715	1855	160
6995	DEN	MFR	1715	1906	171
6874	DEN	MEM	1025	1335	130
6822	DEN	MEM	1315	1625	130
6845	DEN	MEM	1835	2146	131
5412	DEN	MEM	1835	2150	135
4739	DEN	MEX	845	1315	210
506	DEN	MIA	1005	1551	226
458	DEN	MIA	1005	1557	232
512	DEN	MIA	1535	2121	226
300	DEN	MIA	1535	2126	231
5570	DEN	MKE	1025	1340	135
5582	DEN	MKE	1235	1550	135
5584	DEN	MKE	1840	2155	135
1466	DEN	MSP	800	1049	109
592	DEN	MSP	1010	1259	109
1508	DEN	MSP	1024	1311	107
1474	DEN	MSP	1230	1519	109
1106	DEN	MSP	1530	1821	111
1494	DEN	MSP	1530	1822	112
572	DEN	MSP	1835	2128	113
716	DEN	MSP	1840	2130	110
466	DEN	MSP	2050	2337	107
1144	DEN	MSP	2100	2344	104
6893	DEN	MSO	1130	1323	113
5645	DEN	MSO	1135	1340	125
5635	DEN	MSO	2015	2220	125
5177	DEN	CNY	920	1043	83
5123	DEN	CNY	1710	1833	83
6766	DEN	MLI	1830	2130	120
6335	DEN	MTJ	900	1000	60
6342	DEN	MTJ	1118	1220	62
6339	DEN	MTJ	1445	1549	64
6334	DEN	MTJ	1700	1804	64
6343	DEN	MTJ	2000	2105	65
5786	DEN	BNA	1015	1345	150
6866	DEN	BNA	1015	1347	152
5794	DEN	BNA	1230	1600	150
6809	DEN	BNA	1300	1633	153
5788	DEN	BNA	1835	2205	150
6890	DEN	BNA	1835	2211	156
582	DEN	MSY	1005	1334	149
1592	DEN	MSY	1012	1342	150
1136	DEN	MSY	1530	1901	151
1156	DEN	MSY	1545	1918	153
710	DEN	MSY	1830	2200	150
414	DEN	MSY	1845	2216	151
400	DEN	LGA	715	1247	212
402	DEN	LGA	1005	1539	214
404	DEN	LGA	1231	1812	221
406	DEN	LGA	1545	2124	219
408	DEN	LGA	1820	2351	211
418	DEN	EWR	810	1351	221
422	DEN	EWR	1005	1552	227
906	DEN	EWR	1218	1805	227
426	DEN	EWR	1540	2120	220
430	DEN	EWR	1820	2350	210
5137	DEN	LBF	1045	1249	64
5135	DEN	LBF	1500	1704	64
5139	DEN	LBF	1640	1844	64
389	DEN	OAK	845	1007	142
351	DEN	OAK	900	1028	148
1519	DEN	OAK	1125	1248	143
315	DEN	OAK	1215	1341	146
427	DEN	OAK	1425	1551	146
765	DEN	OAK	1435	1604	149
1591	DEN	OAK	1700	1831	151
1027	DEN	OAK	1715	1850	155
1221	DEN	OAK	1950	2117	147
329	DEN	OAK	2000	2128	148
499	DEN	OAK	2015	2142	147
367	DEN	OAK	2015	2143	148
1274	DEN	OKC	1005	1231	86
6996	DEN	OKC	1240	1500	80
5732	DEN	OKC	1240	1510	90
1192	DEN	OKC	1525	1753	88
1186	DEN	OKC	1830	2057	87
1040	DEN	OKC	1835	2104	89
6814	DEN	OKC	2100	2328	88
1078	DEN	OMA	1015	1233	78
1580	DEN	OMA	1225	1444	79
318	DEN	OMA	1532	1750	78
1500	DEN	OMA	1835	2059	84
370	DEN	OMA	1840	2103	83
390	DEN	OMA	2055	2315	80
1145	DEN	ONT	855	1006	131
1543	DEN	ONT	905	1011	126
563	DEN	ONT	1125	1227	122
1424	DEN	ONT	1125	1231	126
7137	DEN	ONT	1445	1547	122
1149	DEN	ONT	1700	1808	120
1209	DEN	ONT	1700	1813	133
569	DEN	ONT	2005	2108	123
1197	DEN	ONT	2005	2112	127
475	DEN	ONT	2010	2120	130
367	DEN	SNA	840	956	136
389	DEN	SNA	905	1019	134
403	DEN	SNA	1125	1242	137
405	DEN	SNA	1430	1545	135
251	DEN	SNA	1450	1608	138
511	DEN	SNA	1720	1841	141
1471	DEN	SNA	2000	2117	137
1499	DEN	SNA	2011	2129	138
1132	DEN	MCO	1025	1551	206
1684	DEN	MCO	1225	1752	207
1686	DEN	MCO	1230	1801	211
1156	DEN	MCO	1550	2114	204
532	DEN	MCO	1550	2121	211
1688	DEN	MCO	1830	2354	204
5209	DEN	PSP	1135	1245	130
6994	DEN	PSP	1145	1257	132
6861	DEN	PSP	2005	2114	120
5789	DEN	PSC	1135	1249	134
6999	DEN	PSC	1135	1255	140
6854	DEN	PSC	2005	2119	134
476	DEN	PHL	1035	1605	210
516	DEN	PHL	1036	1604	208
456	DEN	PHL	1221	1750	209
484	DEN	PHL	1230	1800	210
268	DEN	PHL	1535	2110	215
270	DEN	PHL	1820	2349	209
480	DEN	PHL	1825	2354	209
341	DEN	PHX	720	807	107
469	DEN	PHX	855	942	107
595	DEN	PHX	910	955	105
1557	DEN	PHX	1120	1208	108
1501	DEN	PHX	1130	1216	106
1563	DEN	PHX	1424	1516	112
1411	DEN	PHX	1425	1514	109
1587	DEN	PHX	1705	1757	112
1103	DEN	PHX	1715	1804	109
739	DEN	PHX	2000	2045	105
1157	DEN	PHX	2005	2049	104
5127	DEN	PIR	1236	1509	93
5129	DEN	PIR	1850	2123	93
2145	DEN	PIT	710	1206	176
2147	DEN	PIT	1000	1452	172
2151	DEN	PIT	1630	2127	177
1473	DEN	PDX	845	1020	155
369	DEN	PDX	1115	1247	152
245	DEN	PDX	1130	1256	146
523	DEN	PDX	1425	1604	159
333	DEN	PDX	1705	1833	148
743	DEN	PDX	1820	1949	149
419	DEN	PDX	1950	2125	155
465	DEN	PDX	2005	2140	155
1581	DEN	PDX	2015	2147	152
5053	DEN	PUB	850	931	41
5051	DEN	PUB	950	1031	41
5049	DEN	PUB	1730	1810	40
6767	DEN	RAP	850	1000	70
5906	DEN	RAP	900	1010	70
7080	DEN	RAP	1015	1145	90
6875	DEN	RAP	1135	1245	70
6884	DEN	RAP	1440	1550	70
6301	DEN	RAP	1535	1654	79
6886	DEN	RAP	1845	1955	70
6888	DEN	RAP	2057	2207	70
1481	DEN	RNO	915	1023	120
1593	DEN	RNO	915	1026	131
1595	DEN	RNO	1425	1538	133
1443	DEN	RNO	1725	1839	134
1557	DEN	RNO	2012	2122	130
1211	DEN	RNO	2015	2127	132
5009	DEN	RIW	945	1107	82
5037	DEN	RIW	1220	1342	82
5007	DEN	RIW	1435	1557	82
5011	DEN	RIW	2021	2143	82
5111	DEN	RKS	930	1050	80
5115	DEN	RKS	1434	1554	80
5117	DEN	RKS	2025	2145	80
725	DEN	SMF	840	1002	142
401	DEN	SMF	900	1019	139
349	DEN	SMF	905	1028	143
745	DEN	SMF	1125	1251	146
1157	DEN	SMF	1135	1257	142
1191	DEN	SMF	1430	1555	145
489	DEN	SMF	1710	1836	146
1179	DEN	SMF	1720	1838	138
701	DEN	SMF	2020	2137	137
259	DEN	SMF	2020	2140	140
301	DEN	SLC	805	926	81
1427	DEN	SLC	850	1010	80
1591	DEN	SLC	900	1023	83
391	DEN	SLC	1115	1238	83
393	DEN	SLC	1120	1240	80
1255	DEN	SLC	1424	1544	80
1137	DEN	SLC	1710	1832	82
7107	DEN	SLC	1835	1955	80
1567	DEN	SLC	1955	2116	81
1221	DEN	SLC	1956	2118	82
1558	DEN	SAT	1100	1405	125
1238	DEN	SAT	1250	1552	122
1494	DEN	SAT	1252	1554	122
706	DEN	SAT	1830	2129	119
1117	DEN	SAN	855	1010	135
1141	DEN	SAN	909	1020	131
1523	DEN	SAN	1125	1238	133
1227	DEN	SAN	1430	1542	132
1185	DEN	SAN	1430	1544	134
269	DEN	SAN	1705	1817	132
1083	DEN	SAN	1715	1827	132
239	DEN	SAN	1720	1833	133
345	DEN	SAN	1955	2106	131
429	DEN	SAN	2005	2118	133
1091	DEN	SAN	2010	2123	133
1131	DEN	SFO	615	747	152
493	DEN	SFO	805	938	153
837	DEN	SFO	845	1015	150
335	DEN	SFO	915	1100	165
933	DEN	SFO	935	1120	165
1511	DEN	SFO	1015	1155	160
939	DEN	SFO	1115	1249	154
549	DEN	SFO	1325	1450	145
673	DEN	SFO	1330	1459	149
353	DEN	SFO	1425	1549	144
1067	DEN	SFO	1550	1724	154
1065	DEN	SFO	1705	1839	154
1523	DEN	SFO	1720	1855	155
1447	DEN	SFO	1735	1901	146
1673	DEN	SFO	1830	2003	153
461	DEN	SFO	1950	2117	147
409	DEN	SFO	2000	2129	149
569	DEN	SFO	2005	2135	150
1263	DEN	SJC	800	930	150
497	DEN	SJC	900	1029	149
415	DEN	SJC	1120	1247	147
1217	DEN	SJC	1427	1558	151
351	DEN	SJC	1700	1834	154
1259	DEN	SJC	1705	1836	151
569	DEN	SJC	1950	2120	150
1445	DEN	SJC	2005	2141	156
467	DEN	SJC	2015	2145	150
5585	DEN	SBA	1135	1310	155
6870	DEN	SBA	1715	1853	158
5555	DEN	SBA	2000	2135	155
6747	DEN	SBA	2000	2138	158
5075	DEN	SAF	920	1043	83
5077	DEN	SAF	1050	1213	83
5073	DEN	SAF	1235	1358	83
5183	DEN	SAF	1430	1551	81
5071	DEN	SAF	1555	1718	83
5079	DEN	SAF	1755	1918	83
5099	DEN	BFF	925	1018	53
5101	DEN	BFF	1520	1613	53
5103	DEN	BFF	2015	2108	53
311	DEN	SEA	800	940	160
1077	DEN	SEA	905	1057	172
875	DEN	SEA	910	1055	165
1429	DEN	SEA	955	1146	171
1555	DEN	SEA	1120	1259	159
1087	DEN	SEA	1125	1307	162
591	DEN	SEA	1500	1638	158
1149	DEN	SEA	1700	1840	160
1209	DEN	SEA	1700	1845	165
407	DEN	SEA	1720	1859	159
1295	DEN	SEA	1730	1912	162
509	DEN	SEA	1955	2132	157
723	DEN	SEA	1955	2134	159
215	DEN	SEA	2005	2143	158
739	DEN	SEA	2015	2200	165
5156	DEN	SHR	1002	1138	96
5186	DEN	SHR	1220	1343	83
5153	DEN	SHR	1355	1531	96
5154	DEN	SHR	1540	1716	96
5151	DEN	SHR	1755	1936	101
5634	DEN	FSD	1020	1250	90
6801	DEN	FSD	1240	1510	90
5830	DEN	FSD	1535	1805	90
5836	DEN	FSD	1540	1810	90
6864	DEN	FSD	1840	2110	90
265	DEN	GEG	1120	1230	130
1293	DEN	GEG	1150	1305	135
1539	DEN	GEG	1700	1812	132
1159	DEN	GEG	1950	2100	130
1231	DEN	GEG	1950	2106	136
5588	DEN	SGF	1015	1305	110
5592	DEN	SGF	1525	1815	110
6869	DEN	SGF	1840	2125	105
7110	DEN	STL	850	1145	115
1280	DEN	STL	1020	1318	118
1264	DEN	STL	1219	1517	118
574	DEN	STL	1530	1830	120
1252	DEN	STL	1825	2122	117
1094	DEN	STL	1825	2124	119
7118	DEN	STL	2055	2350	115
736	DEN	TPA	1030	1551	201
1670	DEN	TPA	1245	1805	200
1148	DEN	TPA	1540	2105	205
566	DEN	TPA	1545	2105	200
5081	DEN	TEX	908	1019	71
5087	DEN	TEX	1135	1246	71
5083	DEN	TEX	1215	1326	71
5085	DEN	TEX	1455	1606	71
5089	DEN	TEX	1545	1656	71
8498	DEN	YYZ	755	1258	183
8496	DEN	YYZ	1220	1723	183
8426	DEN	YYZ	1530	2039	180
